;Transcription_Id;Player_Name;Transcription_Text;Stage_Of_The_Game
468;468;TRAVIS;TRAVIS: Have you ever done that?;Part I
469;469;MATT;MATT: “Maybe, I forget a lot of nights.”;Part I
470;470;SAM;SAM: Where might that door be?;Part I
471;471;MATT;MATT: “Minute's up, you'll have to ask around, but it was great doing business with you.” He walks away from the table.;Part I
472;472;TRAVIS;TRAVIS: I put it in the bag of holding.;Part I
473;473;MATT;MATT: It does not fit in the bag of holding.;Part I
474;474;LAURA and TRAVIS;LAURA and TRAVIS: What?!;Part I
475;475;MATT;MATT: The barrel is too big, you barely got Dork the ox in there. Which, for the record, they did fit a small ox in the bag of holding and then realized later on that there was no airflow.;Part I
476;476;TRAVIS;TRAVIS: He came out!;Part I
477;477;TALIESIN;TALIESIN: I feel like we weren't going to discuss that. I felt that that was in the past.;Part I
478;478;MATT;MATT: I felt that was a necessary story.;Part I
479;479;SAM;SAM: Maybe if we drank some of it, it would fit.;Part I
480;480;LAURA;LAURA: The troll dick. Is that still in there or no?;Part I
481;481;TRAVIS;TRAVIS: No, we actually got rid of the troll dick.;Part I
482;482;TALIESIN;TALIESIN: Did we trade the troll dick for something?;Part I
483;483;MARISHA;MARISHA: I thought we like used it as a weapon.;Part I
484;484;TRAVIS;TRAVIS: I offered it up, but by that time it had turned into a slimy–;Part I
485;485;LAURA;LAURA: Ew.;Part I
486;486;MARISHA;MARISHA: I thought we threw it at somebody.;Part I
487;487;LAURA;LAURA: Can I stop Adra then and ask her where Greyspine Manor is? Keep, manor, whatever.;Part I
488;488;MATT;MATT: “Ah, well I can have him do it.” She pokes one of the barmaiders who turns around. This one's younger, he looks like he's frazzled and maybe new here or at least trying to make his way. He goes, “Okay, I can show you around, just follow me outside, come follow me.” He walks out. He's got a little apron on. He leads you guys outside. He brings you to the edge of the outer walkway of the central ring you're on. He points across the way and what you can see is a series of marble pillars that outline a residential district that opens and consumes the other side of the central ring of Kraghammer. He says, “If you go past far in that way, you'll look for the house of Greyspine. It's the one that has dark black marble with gold tinting inside the spiraling vein of the marble, it's gold. The gate outside is wrought iron, black iron, that's topped with a series of pikes and–” Pike awkwardly looks sickened, not understanding. “The real key point is, if you look on the front yard, you'll see a dwarven statue of the current Ironkeeper himself. That's where you'll want to go.”;Part I
489;489;SAM;SAM: Yes, very helpful, young man.;Part I
490;490;LAURA;LAURA: Thank you so much.;Part I
491;491;MATT;MATT: “Of course. If you get the chance, you could fill out a little form saying how helpful I've been–”;Part I
492;492;SAM;SAM: Are there suggestion cards here?;Part I
493;493;MARISHA;MARISHA: Oh, absolutely.;Part I
494;494;MATT;MATT: “Here.” He pulls out a small parchment and hands it to you. It's handwritten with a couple of checkboxes.;Part I
495;495;ORION;ORION: You should give us all a copy so you will have multiple.;Part I
496;496;MATT;MATT: “I only have one.”;Part I
497;497;ORION;ORION: Oh, okay, that's fine.;Part I
498;498;MATT;MATT: “Sorry!”;Part I
499;499;SAM;SAM: Confidence needs improvement.;Part I
500;500;LAURA;LAURA: Oh, it's okay, we have a wonderful writer.;Part I
501;501;TALIESIN;TALIESIN: I'll rustle up a few. That's fine, why not. It's what I do, apparently.;Part I
502;502;MATT;MATT: He runs back into the tavern.;Part I
503;503;SAM;SAM: All right, shall we go to the manor?;Part I
504;504;LAURA;LAURA: Do we want to do the manor right now? What time is it?;Part I
505;505;SAM;SAM: 5:00 or 6:00.;Part I
506;506;TRAVIS;TRAVIS: We got to sleep.;Part I
507;507;LAURA;LAURA: We might not want to bug him when he's, you know, having dinner.;Part I
508;508;TRAVIS;TRAVIS: Let's be honest, that gate's going to jack us up. It's going to be full of trouble.;Part I
509;509;SAM;SAM: All right, yes, let's go sleep.;Part I
510;510;TRAVIS;TRAVIS: Let's sleep.;Part I
511;511;LAURA;LAURA: Well, it's only 6:00.;Part I
512;512;SAM;SAM: Well, then we have time to do other things.;Part I
513;513;ORION;ORION: How long is a short rest?;Part I
514;514;MATT;MATT: Short rest is around ten minutes or so.;Part I
515;515;ORION;ORION: I want to take short rest.;Part I
516;516;MATT;MATT: You've technically been short resting in the tavern. It's more of like a post battle– like, take a breather, bandage your wounds, settle yourself after a harrowing experience. That's what a short rest is.;Part I
517;517;ORION;ORION: What was the arcane magic, the manor?;Part I
518;518;MATT;MATT: Oh, what you're looking for is the House Thunderbrand.;Part I
519;519;ORION;ORION: I want to head in that direction.;Part I
520;520;MATT;MATT: Okay, so you're dividing from the party? Okay.;Part I
521;521;ORION;ORION: Oh, I'm going to House Thunderbrand, if anybody wants to come with me.;Part I
522;522;LAURA;LAURA: What are you doing? I can't understand you with that popcorn in your mouth.;Part I
523;523;ORION;ORION: Sorry! I'm going to House Thunderbrand before turning in this evening. I've had a nice little short rest and I would like to ask them a few questions.;Part I
524;524;TRAVIS;TRAVIS: Yeah, go ahead, okay.;Part I
525;525;SAM;SAM: Is there any recon that's going to happen tonight?;Part I
526;526;LAURA;LAURA: I think that you and I are going to go to Greyspine?;Part I
527;527;LIAM;LIAM: We'll check out the house.;Part I
528;528;SAM;SAM: Do you need any help?;Part I
529;529;LIAM;LIAM: Sure, you can come with us.;Part I
530;530;SAM;SAM: No, I don't want you to say yes.;Part I
531;531;LAURA;LAURA: Then no, we'll stealth our way.;Part I
532;532;LIAM;LIAM: Just a moment. Pike, you seem very distant. It's very strange, are you all right?;Part I
533;533;LAURA;LAURA: Pike's not listening, she's looking at the chat room.;Part I
534;534;SAM;SAM: She's feeling ill. Does she need to lie down?;Part I
535;535;MATT;MATT: Pike is feeling, and for those of you who are curious in the chat room, once again, elements of this are house ruled, so don't complain.;Part I
536;536;LAURA;LAURA: Oh, players.;Part I
537;537;MATT;MATT: We keep short rest to ten minutes because it makes it move faster. Pike is going along, she seems to be a little distracted, she can't quite understand. She says, “I don't know, I feel like I've been here before. It's hard to explain.”;Part I
538;538;MATT;MATT: “Anyway, I'm probably going to go rest for the evening.” She heads back to the tavern.;Part I
539;539;TRAVIS;TRAVIS: The fuck does that mean?;Part I
540;540;SAM;SAM: We'll find out next week.;Part I
541;541;TRAVIS;TRAVIS: But first, whores in the bedroom!;Part I
542;542;SAM;SAM: Grog and I go in search of a, shall we say politely, whorehouse.;Part I
543;543;MATT;MATT: The polite term.;Part I
544;544;LIAM;LIAM: Well, the cleric's away, the bard shall play.;Part I
545;545;TRAVIS;TRAVIS: We need a massage. On my crotch.;Part I
546;546;LAURA;LAURA: You and I stealth.;Part I
547;547;MATT;MATT: You guys make your way to the Greyspine Manor, you guys head for that, you head to Thunderbrand.;Part I
548;548;SAM;SAM: Is Grog going to find someone his size?;Part I
549;549;MARISHA;MARISHA: Percy and I spend some time making some really nice comment cards for–;Part I
550;550;TALIESIN;TALIESIN: We're going to make some beautiful comment cards.;Part I
551;551;MARISHA;MARISHA: For what's his name?;Part I
552;552;MATT;MATT: His name is Balan.;Part I
553;553;ALL;ALL: Balan.;Part I
554;554;MARISHA;MARISHA: We're going to make some wonderful comment cards for Balan.;Part I
555;555;LIAM;"LIAM: Oh, Percy is wonderful with calligraphy; you've shown me.";Part I
556;556;TALIESIN;TALIESIN: Yes, thank you.;Part I
557;557;MATT;MATT: Okay, so you'll get to that. You guys do manage to find what's called The Stone's Pillow.;Part I
558;558;TRAVIS;TRAVIS: The Stone's Pillow?;Part I
559;559;MATT;MATT: The Stone's Pillow.;Part I
560;560;TRAVIS;TRAVIS: I love it.;Part I
561;561;MATT;MATT: It's an establishment of comfort and ease, and will run you both for the evening, as you are not Kraghammer locals, 30 gold for the night each.;Part I
562;562;TRAVIS;TRAVIS: A bargain.;Part I
563;563;SAM;SAM: We'll take it.;Part I
564;564;LAURA;LAURA: 30 gold?!;Part I
565;565;SAM;SAM: What sort of ladies will we find there?;Part I
566;566;LAURA;LAURA: Bearded ladies.;Part I
567;567;SAM;SAM: What species?;Part I
568;568;MATT;MATT: The madam of the house introduces you to a spectrum of ladies, mostly dwarven, and very attractive, you know. This is a nice establishment. There is one gnome. One female gnome. There are a number of male dwarves as well, that are standing at the ready. There is one elf, looks a little shy and embarrassed that a goliath walked in.;Part I
569;569;SAM;SAM: And that's our choice.;Part I
570;570;MATT;MATT: Those are your choices.;Part I
571;571;TRAVIS;TRAVIS: I'll take the tallest one.;Part I
572;572;SAM;SAM: I'll take a dwarf.;Part I
573;573;MATT;MATT: Okay. You choose your lady, you take the tallest one which would probably be the elf. As you walk in, the shy elf turns around entirely. She is aggressive and throws you around. You got your money's worth. You get manhandled in a way that you haven't– You're going to be sore in the morning.;Part I
574;574;TRAVIS;TRAVIS: Thank you!;Part I
575;575;MATT;MATT: Welcome to Kraghammer, gentlemen.;Part I
576;576;TRAVIS;TRAVIS: I like it already.;Part I
577;577;MATT;MATT: All right, you guys.;Part I
578;578;MATT;MATT: Are you just walking up to the manor?;Part I
579;579;LAURA;LAURA: No, we're going to try to check out what it looks like. See what the guards are like.;Part I
580;580;LIAM;LIAM: Yeah, we'll pretend to take a stroll.;Part I
581;581;LIAM;LIAM: Pose as a married couple.;Part I
582;582;LAURA;LAURA: Ew, no.;Part I
583;583;LIAM;LIAM: Just for the purposes of sneaking around the house.;Part I
584;584;LAURA;LAURA: (retching);Part I
585;585;LIAM;LIAM: I want to see what the area's like.;Part I
586;586;LAURA;LAURA: How about we pose as brother and sister, creepy?;Part I
587;587;LIAM;LIAM: You come on to every human, orc, and half-elf in the entire kingdom, but pretending to be my wife for 30 minutes is too much.;Part I
588;588;LAURA;LAURA: Yes. It's disgusting, so no.;Part I
589;589;LIAM;LIAM: You're probably right.;Part I
590;590;MATT;MATT: She's got standards.;Part I
591;591;LIAM;LIAM: Okay. So we'll take a stroll. Shop, see what the area's like.;Part I
592;592;MATT;MATT: You enter the residential district. It is dark and you see the red stone that permeates the area for a low gentle glow of the entire city is now clustered into these street lamps that are throughout the entire location. You begin to press into the residential district proper. There's some nice homes that are carved into the side of the rock, there's some stand-alone homes that are built out of fine stone. You eventually make your way towards the nicer part of it, where you start seeing some of the more marble buildings, some of the more exotic stonework being used in the construction of the homes. You also notice three of the guards that are part of the city establishment there are following you from behind, curiously. The Carvers.;Part I
593;593;LAURA;LAURA: Oh shit, the Carvers. Shit.;Part I
594;594;MATT;MATT: No weapons drawn, but definitely hands at the ready.;Part I
595;595;LAURA and LIAM;LAURA and LIAM: Okay.;Part I
596;596;LIAM;LIAM: Well, we could just keep walking.;Part I
597;597;LAURA;LAURA: We could, but that could be bad.;Part I
598;598;LIAM;LIAM: Yes. No, we just want to look at the house.;Part I
599;599;SAM;SAM: Louder!;Part I
600;600;LIAM;LIAM: I mean we're not going to go sneaking in in the day.;Part I
601;601;LAURA;LAURA: Let's say which ones are very obvious about being pretty, so we look like we're just sightseeing.;Part I
602;602;LIAM;LIAM: Yes.;Part I
603;603;MATT;MATT: (chuckles darkly) As you continue to walk, eventually some of the dwarves approach.;Part I
604;604;LAURA;LAURA: I point and say: Oh! Look at that one, with the carving, it's amazing!;Part I
605;605;LIAM;LIAM: The architecture is divine.;Part I
606;606;LAURA;LAURA: Divine!;Part I
607;607;SAM;SAM: (snorts) They're posing as the Howells?;Part I
608;608;LIAM;LIAM: Lovey, would you look at this dwarven home?;Part I
609;609;MATT;MATT: (snobby voice) The marble texture on this is gorgeous. You get about 20 more feet before you get, “Hail! Hail!”;Part I
610;610;LAURA;LAURA: Oh my! Yes? (giggles);Part I
611;611;MATT;MATT: “You foreigners are wandering too far in districts you don't belong to. What's your business?”;Part I
612;612;LAURA;LAURA: Oh I'm so sorry, I was just so amazed by the architecture here. I wanted to see the beautiful sculpture.;Part I
613;613;LIAM;LIAM: We definitely are visitors here, sir, no one has explained the rules to your city. We were just taking in the fantastic architecture and history of Kraghammer.;Part I
614;614;LAURA;LAURA: We were told there was a beautiful sculpture down the street of the ruler of Kraghammer?;Part I
615;615;MATT;MATT: Make a persuasion roll.;Part I
616;616;SAM;SAM: Oh jesus.;Part I
617;617;TRAVIS;TRAVIS: Oh god.;Part I
618;618;MATT;MATT: Either of you, whichever you prefer.;Part I
619;619;SAM;SAM: If only I was there.;Part I
620;620;LAURA;LAURA: 21.;Part I
621;621;TRAVIS;TRAVIS: Wow! Pretty decent, good for you.;Part I
622;622;MATT;"MATT: The guards look at each other. The one that was talking to you, you can see now, as he comes a little closer into the light, a frazzled black beard that's pulled into a very tight braid that goes down to his bellybutton. All wearing the same basic chest plate; long, black velvet cloak behind; each carrying some sort of heavy warhammer around the side of their belt. Steps up and says, “Well, just to tell you the rules here, if you're going to wander at night in a very expensive district, you don't want to do it by yourself because you either have chances of being mugged or arrested. We might have arrested you.”";Part I
623;623;LAURA;LAURA: Oh no! I'm so sorry! Well, do we need protection?;Part I
624;624;MATT;MATT: One of them looks over and sees the bear that is off in the shadows nearby.;Part I
625;625;LAURA;LAURA: I thought Trinket stayed behind. Cool, cool!;Part I
626;626;MATT;MATT: Trinket's quietly trying to keep up with his wonderful master.;Part I
627;627;LIAM;LIAM: Come along Trinket, there there's nothing to be scared of.;Part I
628;628;MATT;MATT: “What's a bear doing in Kraghammer?!” They all grab out their warhammers.;Part I
629;629;LAURA;LAURA: Oh no, please, he's quite harmless. In fact, he's very scared of most people.;Part I
630;630;LIAM;LIAM: He's completely trained. He does tricks. Doesn't he do tricks?;Part I
631;631;LAURA;LAURA: He does. Trinket show them your wonderful shake trick.;Part I
632;632;MATT;MATT: At which point Trinket, (subdued growling) just shakes his whole body. He looks at you, confused.;Part I
633;633;LAURA;LAURA: That's good.;Part I
634;634;MATT;MATT: Then raises a paw up, and– (bear noises);Part I
635;635;LAURA;LAURA: If you put your hand out, he'll shake your hand.;Part I
636;636;MATT;MATT: (growling);Part I
637;637;LAURA;LAURA: Yeah, see!;Part I
638;638;MATT;MATT: The dwarves take a step back as the claw goes through the, “That's all right. I would say if that's your animal–”;Part I
639;639;LAURA;LAURA: Yes?;Part I
640;640;MATT;MATT: “–don't bring it here.”;Part I
641;641;LAURA;LAURA: Oh, good to know. Trinket, head back to that tavern, would you? People are getting nervous.;Part I
642;642;MATT;MATT: (growling);Part I
643;643;LAURA;LAURA: I love you.;Part I
644;644;MATT;MATT: Trinket begins to walk back. A couple of other dwarves that are wandering carrying some packages to the side make a very wide berth around this armored bear that's slowly moping its way through the streets of Kraghammer. What could possibly go wrong?;Part I
645;645;LAURA;LAURA: He's so cute.;Part I
646;646;LIAM;LIAM: He's a sweetheart, he's fine.;Part I
647;647;MATT;MATT: (growls) You hear in the distance. The one goes like, “Look, I'll show you to the statue and that's it, then you got to go.”;Part I
648;648;LAURA;LAURA: All right. Thank you.;Part I
649;649;MATT;MATT: “I don't see many half-elves here and honestly I'm excited to meet you, so let's do this quickly. Come with me.” He leads you further into the cityscape. Down the road, you end up going through a few buildings. You find one large wrought iron fence with a series of carved spikes towards the top, and you see the beautiful dark marble building with the gold trim.;Part I
650;650;LAURA;LAURA: Oh, this one's amazing.;Part I
651;651;MATT;MATT: “This is what you were talking about, Greyspine Manor. Lot of rich sons of bitches.”;Part I
652;652;LAURA;LAURA: Wow, so you said the Greyspines own this one?;Part I
653;653;MATT;MATT: “Aye.”;Part I
654;654;LIAM;"LIAM: It's stunning. We only heard about the building itself; what can you tell us about the people who live here?";Part I
655;655;MATT;MATT: “Bunch of rich sons of bitches.”;Part I
656;656;LAURA;LAURA: Well, we can tell that can't we?;Part I
657;657;MATT;MATT: “Actually, Ironkeeper's all right, he's been doing a great job. The rest of the family can suck off.”;Part I
658;658;LIAM;LIAM: Not liked by the rest of the city, then?;Part I
659;659;MATT;MATT: “Oh, they have friends everywhere, but I personally don't like them. They run business pretty dark. They work most of their employees to the ground. To the bone.”;Part I
660;660;MATT;MATT: “I don't think that's how you run a business. Well, that's how you run a business for profit, but not for–”;Part I
661;661;LAURA;LAURA: Wow. It sounds like they would run the mithral mine which we've heard is so hard on its employees.;Part I
662;662;MATT;MATT: “Aye, that's the one.”;Part I
663;663;MATT;MATT: “Yeah. I don't know, I don't go that far south, doesn't interest me.;Part I
664;664;LIAM;LIAM: Nor us.;Part I
665;665;MATT;"MATT: ""Smells like brimstone.”";Part I
666;666;LAURA;LAURA: I don't blame you.;Part I
667;667;LIAM;LIAM: We prefer the company of good hard working people, like yourself. We're very impressed with the work the Carvers do in this city, from what little we've seen so far, so hats off to you.;Part I
668;668;MATT;MATT: “I appreciate that. You know it's not easy. You're born into it. We spend most of our time training, which can get very boring.” You see that two of the dwarves that are now about two steps behind go, “(clears throat) All right, Thompson! We got to get back to our post!” “Oh, sorry. Look, we've dillied about too much. Just follow us back, go about your business, don't wander here at night, and good luck.”;Part I
669;669;LAURA;LAURA: Thank you so much.;Part I
670;670;LIAM;LIAM: Thank you. We follow for a couple of blocks, behind them for a bit.;Part I
671;671;LAURA;LAURA: Make sure that they're paying attention to us.;Part I
672;672;MATT;MATT: Mm-hmm.;Part I
673;673;LIAM;LIAM: Yes.;Part I
674;674;MATT;MATT: All right. They bring you back towards the entrance of the residential district.;Part I
675;675;LAURA;LAURA: Then we stealth and–;Part I
676;676;LIAM;LIAM: – split off, yes, we can split off.;Part I
677;677;MATT;MATT: All right, roll stealth, both of you guys.;Part I
678;678;SAM;SAM: Am I currently being beaten by a whore dwarf or anything?;Part I
679;679;MATT;MATT: Make a constitution check!;Part I
680;680;SAM;SAM: Constitution check?;Part I
681;681;TRAVIS;TRAVIS: Hang strong, buddy!;Part I
682;682;ORION;ORION: That's a mouthful. 'Whore dwarf.';Part I
683;683;SAM;SAM: 18!;Part I
684;684;MATT;MATT: Plus your constitution modifier. Actually, athletics! Go athletics!;Part I
685;685;SAM;SAM: Plus two! 20.;Part I
686;686;MATT;MATT: All right, that's a fine constitution check. You have impressed your female dwarf.;Part I
687;687;LIAM;LIAM: Are you making a sex check?;Part I
688;688;SAM;SAM: Yes! I'm sex checking.;Part I
689;689;TALIESIN;TALIESIN: Whore dwarf!;Part I
690;690;MATT;MATT: That happened. That's the first time.;Part I
691;691;SAM;SAM: (grunting);Part I
692;692;LAURA;LAURA: This is so uncomfortable.;Part I
693;693;MATT;MATT: So that happened. What'd you guys roll for stealth?;Part I
694;694;LIAM;LIAM: 20.;Part I
695;695;LAURA;LAURA: He rolled a 20, I rolled a 15.;Part I
696;696;TRAVIS;TRAVIS: That's okay!;Part I
697;697;MATT;MATT: As you guys begin to wander off–;Part I
698;698;LAURA;LAURA: No! They're professional Carvers.;Part I
699;699;MATT;MATT: – Vax, you vanish. Vex, you take a couple steps. You hear, “Hey, hey, hey! I told you, it's dangerous down there in the dark! Don't do that!”;Part I
700;700;LAURA;LAURA: Of course!;Part I
701;701;MATT;MATT: “Where's your friend?”;Part I
702;702;LAURA;LAURA: Oh, he already went back to the tavern that we're staying at. I was wondering if maybe you could show me around the rest of the town?;Part I
703;703;MATT;MATT: He looks to the other guards and they're obviously fed up with his flirting, and they're not too keen on you guys. “Well, you guys hold up post, I'll give her a quick walk around.”;Part I
704;704;LAURA;LAURA: Thank you so much.;Part I
705;705;MATT;MATT: “All right, but I'm going to tell the boss!” “Fine! I don't get this chance very often!”;Part I
706;706;LIAM;LIAM: I wave off from the alley that I snuck in to.;Part I
707;707;LAURA;LAURA: Yeah, go do your shit.;Part I
708;708;LIAM;LIAM: You do your shit, that you do! Then I head back through the shadows.;Part I
709;709;LAURA;LAURA: Whoosh! Damn it!;Part I
710;710;MATT;MATT: You ask around, and it takes a while, especially since as a dragonborn some folks are like, “Oh, I'm not talking to you!” Some others are like, “Oh, yeah, right over that way!” It's a completely wrong direction, so it takes you a good two hours to eventually find your way to House Thunderbrand. When you get there, it's a beautiful alabaster building: large, white dome, with small spires built in to one of the more elevated ceilings of Kraghammer proper. On the outside, there is no gate, just an open lawn. You see grass, you see normally outside flora and fauna currently adorning the scape around this structure.;Part I
711;711;ORION;ORION: Whoa. Well, this is a lovely sight! I'm going to saunter on up to the door!;Part I
712;712;MATT;MATT: Nice! Go ahead and make a perception check.;Part I
713;713;ORION;ORION: Where is my perception–? Oh. Five.;Part I
714;714;MATT;MATT: Five? You saunter right up to the edge of the grass line, and get one step on what suddenly becomes visible to you: a rather subtly carved dwarven rune in the ground. In fact, there's a bunch of them, outlining the entirety of the grass. As your foot hits the rune, you're like, “Oh, that's a dwarven rune!” (stomping);Part I
715;715;SAM;SAM: That's a good voice!;Part I
716;716;MATT;MATT: (as Tiberius) I've been practicing my Tiberius.;Part I
717;717;ORION;ORION: It's close.;Part I
718;718;MATT;MATT: Go ahead and roll a dexterity saving throw.;Part I
719;719;TRAVIS;TRAVIS: Uh-oh. Saving throw?;Part I
720;720;LAURA;LAURA: You got it, Tiberius!;Part I
721;721;ORION;ORION: What is this?;Part I
722;722;MARISHA;MARISHA: Dexterity.;Part I
723;723;ORION;ORION: Oh! That's a 15.;Part I
724;724;MATT;MATT: 15?;Part I
725;725;ORION;ORION: Mm-hmm.;Part I
726;726;MATT;MATT: You manage to pull back to lessen the impact, but a bolt of bluish energy bursts out from the rune in front of you, throwing you about three or four feet behind the rune. You catch yourself. You do suffer eight points of thunder damage.;Part I
727;727;MARISHA;MARISHA: Damn gated communities.;Part I
728;728;SAM;SAM: This is why we go to brothels instead of sneaking around at night!;Part I
729;729;TRAVIS;TRAVIS: Yep! No lightning attacks!;Part I
730;730;MATT;MATT: It's a whole different kind of damage you can suffer!;Part I
731;731;ORION;ORION: Okay. Well, I dust myself off. Apparently, there's some security. Hello?! Anything happen?;Part I
732;732;MATT;MATT: You wait about two or three minutes, no response.;Part I
733;733;ORION;ORION: Two to three minutes? That's a long time.;Part I
734;734;MARISHA;MARISHA: I have a feeling they're not going to respond to the crazy guy.;Part I
735;735;ORION;ORION: Very well.;Part I
736;736;TRAVIS;TRAVIS: What're you two doing?;Part I
737;737;TALIESIN and MARISHA;TALIESIN and MARISHA: We're making comment cards! Yes!;Part I
738;738;TALIESIN;TALIESIN: You're all going to have comment cards that you are expected to fill out when you return back to the bar!;Part I
739;739;SAM;SAM: Hugely important!;Part I
740;740;MARISHA;MARISHA: Yes, because– what was it? Baldus, Beldus?;Part I
741;741;SAM;SAM: Balgus?;Part I
742;742;MARISHA;MARISHA: Balan! Balan was so nice!;Part I
743;743;MATT;MATT: There we go. Balgus and Balan.;Part I
744;744;ORION;ORION: What do I see around the place? Do I see any large rocks, or any large pillars that I can–?;Part I
745;745;MATT;MATT: Best from what you can tell at this distance, because it's fairly dark down here: the building itself has four corner spires around the large central dome structure. Each one of these spires is a very thin, tall, alabaster spire that at the very top is crested with some sort of bluish crystal that comes to a point. They're probably a good 35, 40 feet tall. About as tall as the rest of the structure is. You can't really tell how far back the structure goes because it meets with the back of the cave wall.;Part I
746;746;ORION;ORION: I'm going to– okay. I'm going to shoot a Fireball. Right in front of me, roll it like a bowling ball. Just right to the door.;Part I
747;747;SAM;SAM: There's a baby right there.;Part I
748;748;MATT;MATT: You are four feet from the door.;Part I
749;749;ORION;ORION: Oh! I'm four feet from the door? I don't do that.;Part I
750;750;MATT;MATT: You can step back and do it.;Part I
751;751;ORION;ORION: I'm only four feet from the door? Oh.;Part I
752;752;MATT;MATT: It pushed you back four feet from the rune you stepped on. You're not at the door.;Part I
753;753;LAURA;LAURA: Can I use that magical earring that we have?;Part I
754;754;LIAM;LIAM: You don't know what's going on there!;Part I
755;755;SAM;SAM: Episode one. Tiberius kills himself.;Part I
756;756;MARISHA;MARISHA: Don't die! I should have come with you! Then I could–;Part I
757;757;TRAVIS;TRAVIS: Bowl that Fireball, dude!;Part I
758;758;MATT;MATT: Tiberius Stormwind is a dragonborn sorcerer. Everyone is level nine currently in the game.;Part I
759;759;ORION;ORION: I use Mage Hand. I knock on the door.;Part I
760;760;MATT;MATT: From that far away? Okay, the arcane energy swirls up and forms this loosely hand-like appendage that drifts forward. As soon as it crosses over the rune where you stepped on, there is a spark of energy and the hand is dispelled.;Part I
761;761;ORION;ORION: Damn these runes. Okay, fine. I will do Glacial Blast right up to the door.;Part I
762;762;ORION;ORION: But not to the door.;Part I
763;763;MARISHA;MARISHA: What?;Part I
764;764;SAM;SAM: You're alone.;Part I
765;765;MATT;MATT: Okay. You cast the Glacial Blast forward. The ice begins to congeal across the bottom of the floor. As it reaches the front of the rune, there is another spark of energy and the ice forms up against an invisible barrier that's there and then the ice that's up against the barrier melts extremely quickly, drifting into a puddle of water.;Part I
766;766;ORION;ORION: Shit. I turn back and head to the group.;Part I
767;767;MATT;MATT: Okay. As you turn around there are four Carvers that are hurrying towards you now, with their hammers out going, “You!”;Part I
768;768;ORION;ORION: What?!;Part I
769;769;MATT;MATT: They all surround you on all sides, you have a dwarf on each corner. “You have attacked one of the great dwarven families of Kraghammer! Name yourself and your business before you are under arrest.”;Part I
770;770;ORION;ORION: Don't speak to me in that manner, I am Tiberius Stormwind!;Part I
771;771;SAM;SAM: I am snoring after having sex.;Part I
772;772;MATT;MATT: Make intimidation check.;Part I
773;773;ORION;ORION: 18.;Part I
774;774;MATT;MATT: All four Carvers take a step back, look at each other. “Look, we're just doing our job. What's your business?”;Part I
775;775;ORION;ORION: I understand that, and I am sorry for losing my temper. I was just looking to ask questions of particular artifacts I have been looking for and this house is the only known arcane house I know that I was pointed to. I tried to reach them and communicate, but I was stopped by the stupid rune I can't figure out! I was turning back to get my tavern to get some rest and come back and try to contact the family the next day! Then I was stopped by you!;Part I
776;776;ORION;ORION: 24.;Part I
777;777;LIAM;LIAM: I've just arrived to New York City, I'm going to smash the doors open.;Part I
778;778;MATT;MATT: The dwarf guards look at each other and one of them steps forward and this guy you can see now he has more carvings in his armor, he looks to have a little more rank than the other ones. He steps forward, ruddy brown beard, his eyes itself are pitch black. There is almost no color to the irises. He goes, “Look. I'm letting you off this once, but if you so much as spit in the direction of any other dwarf in the city, we're going to bury you so far underneath the dungeon you won't see the light of day 'til the day you rot, you hear me, dragonborn?”;Part I
779;779;ORION;ORION: I mean yes, my hearing is perfectly fine.;Part I
780;780;MATT;MATT: “Get on with you.” He puts his hammer back at his side. They all separate, stare you down as you walk past.;Part I
781;781;ORION;ORION: Good day. Back to the tavern.;Part I
782;782;MATT;MATT: Okay. You!;Part I
783;783;LIAM;LIAM: Yes?;Part I
784;784;MATT;MATT: You make your way through the alleyways, eventually back towards the building proper. What would you like to do?;Part I
785;785;LIAM;LIAM: Just going to watch, that's all. Do I see any security details? See who's guarding the place.;Part I
786;786;MATT;MATT: There are Carvers doing rounds around the city. On the streets wandering through in pairs, keeping watch. You don't see any particular guard outside, but you do see individuals moving past windows. There's a little bit of light from the inside of the buildings.;Part I
787;787;LIAM;LIAM: No Carvers or any sort of guard detail outside the house? Anything like that?;Part I
788;788;MATT;MATT: Not between the gates. The yard area and to the front door.;Part I
789;789;LIAM;LIAM: Okay. Heavily heavily guarded by the looks of what's inside and what's outside the gate?;Part I
790;790;MATT;MATT: What's outside the gate? You're hard pressed to find a moment where the street isn't visible to some Carver. This area is pretty well guarded. You figure largely because the person who is currently the Ironkeeper of the entire city of Kraghammer lives within that building as well as one of the more powerful dwarven families, so it's pretty well watched.;Part I
791;791;LIAM;LIAM: Okay, I'm going to head back to the inn, then. I'm not going to poke the bear.;Part I
792;792;MATT;MATT: You all eventually gather back at the tavern.;Part I
793;793;SAM;SAM: (exhausted sigh) How was your night?;Part I
794;794;TRAVIS;TRAVIS: That was wonderful, I don't know about you!;Part I
795;795;SAM;SAM: (singsong) I have hickies.;Part I
796;796;LIAM;LIAM: Hickies? Is that a Gnomish STD?;Part I
797;797;SAM;SAM: Yes.;Part I
798;798;LAURA;LAURA: Crazy! I have some hickies too, actually. What?;Part I
799;799;SAM;SAM: What?;Part I
800;800;TALIESIN;TALIESIN: We have comment cards, so this will all work out well.;Part I
801;801;MARISHA;MARISHA: Yes! here! Here you go, here you go–;Part I
802;802;SAM;SAM: Success all around! Did you learn anything, Vex and Vax?;Part I
